smiles,pKa_Acidic,pKaAcidic_train_test
C[C@H]1CO[C@@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12,10.04,test
O=C(CC(=O)c1ccccc1)c1ccccc1,10.04,train
CNC(C)C(O)c1ccc(NS(C)(=O)=O)cc1,10.04,train
O=C(Cc1c(Cl)c[n+]([O-])cc1Cl)c1ccc(OC(F)F)c2c1OC1(CCS(=O)(=O)CC1)O2,10.04,train
CN1C(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C(c2ccccc2)c2ccccc21,10.04,train
Cn1c([N+](=O)[O-])cnc1C(O)c1cc(C(C)(C)C)ccc1O,10.05,train
Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,10.06,test
CCCCC(CC)C1NC(=O)N(SC(Cl)(Cl)Cl)C1=O,10.06,train
O=C(CCCCCl)NNC(=O)N1Cc2ccccc2Oc2ccc(Cl)cc21,10.06,train
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,10.06,train
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,10.07,test
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,10.07,test
CC(C)=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,10.07,test
CCCC1(c2cccc(O)c2)CCN(C)C1,10.07,train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,10.07,train
COCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,10.07,train
C[C@@H](COCCC(=O)N1CCN(c2ncc(C(F)(F)F)cn2)CC1)Nc1cn[nH]c(=O)c1C(F)(F)F,10.07,train
C[C@H](Oc1cc2cc(F)ccc2nc1N)c1[nH]c(=O)ccc1-n1cccn1,10.07,train
Cc1cc(-n2nc3ccc(Cl)cc3n2)c(O)c(C(C)(C)C)c1,10.08,train
Cc1cc(S(C)(=O)=O)c(S(C)(=O)=O)cc1C(=O)NC(=N)N,10.08,train
CN1[C@H]2CC[C@@H]1[C@@H](CN(CCS)CCNCCS)[C@@H](c1ccc(Cl)cc1)C2,10.08,train
CCCCCN[C@@]12C=CC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(C)[C@@H]2C5,10.09,train
CC1(C)OC(c2ccc(S(N)(=O)=O)cc2)=C(c2cccc(F)c2)C1=O,10.09,train
Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2F)c(=O)[nH]c1=O,10.1,train
Cc1cn([C@H]2O[C@@H](CO)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,10.1,train
COc1ccnc(C[S+]([O-])c2nc3cc(-n4cccc4)ccc3[nH]2)c1C,10.1,train
CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@H]3[C@H]1C5,10.1,train
Cc1cn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2[18F])c(=O)[nH]c1=O,10.1,train
COc1cc2cc(c1Cl)N(C)C(=O)C[C@H](OC(=O)[C@H](C)N(C)C(=O)CCS)[C@]1(C)O[C@H]1[C@H](C)[C@@H]1C[C@@](O)(NC(=O)O1)[C@H](OC)/C=C/C=C(\C)C2,10.1,train
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,10.1,train
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12,10.1,train
Cc1cn([C@H]2C[C@H](F)[C@@H](CO)O2)c(=O)[nH]c1=O,10.11,train
CC(C)NC[C@H](O)COc1ccc(O)cc1,10.11,train
COc1cc(C(O)CNC(C)C)ccc1O,10.11,train
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,10.11,train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,10.11,train
O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,10.11,train
CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O=C(O)CCC(=O)O,10.11,train
CN(C)C[C@H](c1ccc(O)cc1)C1(O)CCCCC1,10.11,train
O=C1NC(=O)[C@H]2[C@@H]3C=C[C@H]([C@@H]12)[C@@H]1[C@H]2C(=O)NC(=O)[C@H]2[C@H]31,10.11,train
CC1(C)CC[C@]2(NC(=O)C(C)(F)F)CC[C@]3(C)[C@H](C(=O)C=C4[C@@]5(C)C=C(C#N)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,10.11,train
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,10.12,train
OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,10.12,train
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,10.12,train
O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O,10.12,train
COc1cc(C(O)CNC(C)CCn2cnc3ccccc32)ccc1O,10.12,train
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,10.12,train
OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,10.12,train
CC(C)(C)NCC(O)c1ccc(O)c(CO)c1.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,10.12,train
O=C(O)C(c1ccccc1)(c1ccccc1)c1ccccc1.OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,10.12,train
CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1.CC(C)(C)NC[C@H](O)c1ccc(O)c(CO)c1,10.12,train
Cc1cccc(O)c1,10.13,train
COc1ccc(CC(C)NCC(O)c2ccc(O)c(CO)c2)cc1,10.13,train
C#CC(C)(C)NS(=O)(=O)c1ccc(OC)c(C(=O)NCC2CCCN2CC)c1,10.13,train
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,10.13,train
O=C(NOCCO)c1cc2scnc2c(F)c1Nc1ccc(I)cc1F,10.13,train
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,10.14,train
C[C@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,10.14,train
C[C@@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,10.14,train
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,10.14,train
C[C@@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.O=C(O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,10.14,train
CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,10.15,test
N=C(N)NC(=O)c1cnn(-c2cccc3ncccc23)c1C1CC1,10.15,test
CN(C)CCS,10.15,train
CCCCc1cc2c(=O)c(C(=O)OC)c[nH]c2cc1OCc1ccccc1,10.15,train
Nc1nc2c(ncn2/C=C2/CC2(CO)CO)c(=O)[nH]1,10.15,train
Nc1nc2c(ncn2COCCO)c(=O)[nH]1,10.16,test
Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,10.16,test
COC(=O)C[C@@H]1C[C@@H](COc2ccc(-c3ccc(C(=N)NC(=O)OC)cc3)cc2)NC1=O,10.16,train
CCOC(=O)CN1CCN(C[C@@H]2CN(c3ccc(C(=N)NC(=O)OC)cc3)C(=O)O2)CC1,10.16,train
O=C(Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)C(=O)[C@@H](O)[C@H](O)[C@@H](O)CO,10.16,train
CC(C)[C@H](N)C(=O)OCC(CO)OCn1cnc2c(=O)[nH]c(N)nc21,10.16,train
Nc1nc([O-])c2ncn(COCCO)c2n1,10.16,train
CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,10.17,train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)CC[C@@]3(O)[C@H]1C5,10.17,train
CCCC1(c2cccc(O)c2)CCN(C)CC1C,10.17,train
C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,10.17,train
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](CCOC(=O)[C@@H](N)C(C)C)Cn1cnc2c(=O)[nH]c(N)nc21,10.17,train
Nc1nc2c(ncn2CC[C@@H](O)CO)c(=O)[nH]1,10.17,train
Nc1nc2c(ncn2C[C@H](CO)CCO)c(=O)[nH]1,10.17,train
Nc1nc2c(ncn2CC(CO)CO)c(=O)[nH]1,10.17,train
CC(C)[C@H](N)C(=O)OCC[C@@H](CO)Cn1cnc2c(=O)[nH]c(N)nc21,10.17,train
Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1,10.19,train
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@]2(OC)C=C[C@@]3(C[C@@H]2[C@@](C)(O)CCC)[C@H]1C5,10.19,train
C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,10.2,test
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,10.2,train
NS(=O)(=O)c1ccc(NC(=O)Nc2ccc(F)cc2)cc1,10.2,train
CN1CCC23NC(=O)CC(c4cc(Cl)ccc4O2)C3C1,10.2,train
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,10.2,train
CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1,10.21,test
O=C(O)CCC(=O)O.OC(CSc1ncnc2[nH]cnc12)CN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,10.21,test
O=C(Nc1ncc([N+](=O)[O-])s1)c1cccs1,10.21,train
OC(CSc1ncnc2[nH]cnc12)CN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,10.21,train
COc1ccc(Cl)cc1C(=O)NC(=O)NCCCN1CCN(c2cccc(C)c2)CC1,10.21,train
Oc1ccc2c(c1)CC[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1,10.21,train
CCC[C@@](C)(O)[C@H]1C[C@@]23C=C[C@]1(OC)[C@@H]1Oc4c(O)ccc5c4[C@@]12CCN(C)[C@@H]3C5,10.21,train
NS(=O)(=O)c1ccc(NC(=O)OCCO)cc1,10.21,train
NS(=O)(=O)NC[C@H]1COc2cc(Cl)ccc2O1,10.21,train
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3[C@@H](OC)C[C@@]21C,10.21,train
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1,10.21,train
CCOC(=O)NC(=N)NC(=O)Cc1c(Cl)cccc1Cl,10.21,train
C[C@@H]1COCCN1c1cc(-c2ccnn2C)c2ccnc(-c3ccn[nH]3)c2n1,10.21,train
O=C(OC[C@H]1O[C@](O)(COC(=O)c2cccnc2)[C@@H](OC(=O)c2cccnc2)[C@@H]1OC(=O)c1cccnc1)c1cccnc1,10.22,train
CO[C@H]1[C@H]2Cc3ccc(O)cc3[C@]1(C)CCN2CC1CC1,10.22,train
C[C@H](NP(=O)(OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O)Oc1ccccc1)C(=O)OCc1ccccc1,10.22,train
Cc1cc(C[C@@H](OC(=O)N2CCC(N3CCc4ccccc4NC3=O)CC2)C(=O)N2CCC(N3CCOCC3)CC2)cc(C)c1O,10.22,train
CCC1(c2cccc(O)c2)CCCCN(C)C1,10.23,test
CCOCn1c(Cc2ccccc2)c(C(C)C)c(=O)[nH]c1=O,10.23,train
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,10.23,train
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O,10.23,train
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1nc2c(c(Nc3ccccc3S(=O)(=O)NC(C)C)n1)CCN2,10.23,train
CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,10.23,train
COC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(N[C@@H](C)C(=O)OC)Oc1ccccc1,10.24,test
CCC[C@H](C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1OC[C@@H](n2ccc(N)nc2=O)O1)Oc1ccc(Br)cc1,10.24,test
CC(C)C1CCC(C)C(c2ccc(O)cc2)C1,10.24,train
CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,10.24,train
CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,10.24,train
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,10.24,train
C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,10.24,train
CNc1nc(C)c(-c2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2F)s1,10.24,train
CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@H](O)[C@@]1(C)F,10.24,train
CCCCCCCCCCCCS[C@H](C(=O)Nc1cc(C)c(O)c(C)c1C)c1ccccc1,10.25,test
NCc1ccc(S(N)(=O)=O)cc1,10.25,train
O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,10.25,train
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1CC1CC1,10.25,train
CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,10.25,train
O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12,10.25,train
Cc1ccc2c(Nc3cccc(OC(F)(F)F)c3)nccc2c1Nc1ncccc1-c1ncnc2[nH]cnc12,10.25,train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,10.26,test
O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,10.26,test
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,10.26,train
Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,10.26,train
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,10.26,train
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,10.27,train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@](C)(O)CC[C@H]3[C@H]1C5,10.27,train
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,10.27,train
CCC(c1ccc(O)c(C)c1)C(CC)c1ccc(O)c(C)c1,10.28,test
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,10.28,test
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,10.28,train
c1ccc2[nH]c(-c3cscn3)nc2c1,10.28,train
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,10.28,train
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,10.28,train
CN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2(C)CCC(=O)CCC1CCCC1,10.28,train
CCCN1CCC[C@@H](c2cccc(O)c2)C1,10.28,train
CN(C)C[C@@H]1CCCC[C@H]1c1cccc(O)c1,10.28,train
CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,10.28,train
CCCCCC(=O)CCC1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,10.28,train
CC(C)CCC(=O)CCC1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,10.28,train
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4ccc5nn(C)c(C(C)C)c5c4)n3)nc2)CC1,10.28,train
C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,10.28,train
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,10.29,test
COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,10.29,train
CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,10.29,train
CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1,10.29,train
O=C1c2ccccc2C(=O)N1[C@@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5,10.29,train
COc1c(C(O)CCc2ccc(O)cc2)c(OCCN2CCCCC2)c(OC)c2occc12,10.3,test
CCS(=O)(=O)[O-].OC1(c2ccc(Cl)cc2)NC=N[n+]2ccc3ccccc3c21,10.3,train
OC1(c2ccc(Cl)cc2)NC=N[n+]2ccc3ccccc3c21,10.3,train
NCc1c[nH]c(=S)n1[C@H]1CCc2c(F)cc(F)cc2C1,10.3,train
C[C@@H](CN1CC[C@@]2(C)c3cccc(O)c3C[C@@H]1C2(C)C)OCc1ccccc1,10.3,train
NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO,10.3,train
O=c1cc(NCCCN[C@@H]2CCOc3c(Br)cc(Br)cc32)[nH]c2ccsc12,10.3,train
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,10.31,test
C[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,10.32,train
CC1=CC[C@H]2[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3C)[C@H]1O5,10.32,train
C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl,10.32,train
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,10.33,test
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,10.33,test
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,10.33,test
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,10.33,test
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@H](O)[C@@H]2O,10.33,test
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,10.33,train
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,10.33,train
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,10.33,train
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,10.33,train
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,10.33,train
CN(C)c1ccc(O)cc1,10.33,train
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O,10.33,train
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](F)[C@@H]2O,10.33,train
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H]([18F])[C@@H]2O,10.33,train
Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,10.33,train
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,10.33,train
CCN(CC)Cc1ccc(OCC[C@H]2CCC3C4C(CC[C@@]32C)c2ccc(O)cc2C[C@H]4C)c(OC)c1,10.34,test
COc1cc(-c2ccc(=O)[nH]n2)ccc1OC(F)F,10.34,train
CCC1C(=O)NC(=O)C1(C)c1ccccc1,10.34,train
Cc1ccccc1N1CCN(C2CCc3cc(O)ccc3C2)CC1,10.34,train
CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21,10.34,train
CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,10.34,train
Oc1ccc2c(c1)C(Cc1c[nH]cn1)CC2,10.35,test
COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,10.35,train
COC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c1ccc(C)cc1,10.35,train
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,10.35,train
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2CCC[C@H]3[C@H]1C5,10.35,train
C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,10.35,train
CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1,10.35,train
O=C(O[C@H]1C[N+]2(CCCOc3ccccc3)CCC1CC2)C(O)(c1cccs1)c1cccs1,10.35,train
CO[C@]12C=C[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,10.35,train
Fc1cc(F)c2c(c1)C[C@@H](n1c(CCNCc3ccccc3)c[nH]c1=S)CO2,10.35,train
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,10.36,test
N/N=c1/cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,10.36,train
COc1ccc2[nH]c(=O)nc(C)c2c1OC,10.36,train
C[C@H](N)Cc1cccc(O)c1,10.36,train
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,10.36,train
Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,10.36,train
Cc1ccccc1O,10.37,train
COc1ccccc1OCCNCC(O)c1ccc(C)c(S(N)(=O)=O)c1,10.37,train
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2(C)C,10.38,test
CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O,10.38,train
COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1,10.38,train
CNC(=O)c1ccc(N2CCN(Cc3ccc4nc(C)c(=O)[nH]c4c3F)CC2)c(F)n1,10.38,train
CCCCCc1ccc(C)cc1O,10.39,train
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,10.39,train
CN1[C@@H]2CCC(C)(C)[C@H]1C[C@H](OC(=O)C(O)(c1cccs1)c1cccs1)C2,10.4,train
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,10.4,train
NCCc1ccc(O)cc1,10.41,train
N/N=c1\[nH][nH]/c(=N\N)c2ccccc12,10.41,train
O=C1NC(=O)C2C3C=CC(C3)C12,10.41,train
O=C1N=C2SCCN2C(=O)C1Cc1ccc(Cl)cc1,10.41,train
CC(Cc1ccc(O)cc1)NCC(O)c1cc(N)cc(CO)c1,10.41,train
CCN1CCCC1CC(=O)Nc1cc(S(N)(=O)=O)ccc1OC,10.41,train
CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1,10.41,train
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,10.41,train
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,10.41,train
Cc1cc(C(=O)NNCc2ccccc2)no1,10.42,train
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,10.42,train
Cc1ccc(C(C)C)cc1O,10.42,train
CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2C,10.42,train
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,10.42,train
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,10.42,train
C[C@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C,10.42,train
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,10.42,train
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.CC(O)C(=O)O,10.42,train
COc1cccc2c1[C@@H]1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)C[C@@H]1CO2,10.43,train
C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,10.43,train
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,10.43,train
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],10.43,train
CC(=O)c1c(C)c2cnc(Nc3ccc(C4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,10.44,train
CN1CC(=O)NC1=N,10.45,train
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,10.46,test
Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,10.46,test
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,10.46,train
Cn1nnc2c(C(N)=O)ncn2c1=O,10.46,train
Cc1ccc(S(N)(=O)=O)cc1,10.46,train
Cc1nc(NCCCCCCc2ccccc2)nc(C)c1O,10.46,train
NC(=O)c1ncn2c(=O)n(CCCl)nnc12,10.46,train
CNC(=S)C1(c2ccccn2)CCCS1,10.46,train
CNC(=S)C1(c2cccc(C)n2)CCCS1,10.46,train
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,10.46,train
