smiles,pKa_Acidic,pKaAcidic_train_test
Nc1ccn([C@@H]2CS[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,0.89,train
Nc1nc(=O)n([C@@H]2CS[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1F,0.89,train
Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)([O-])O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.89,train
Cc1ccccc1-c1cc(N2CC[N+](C)(COP(=O)(O)O)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,0.89,train
C[C@]1(O)[C@H](n2ccc(=O)[nH]c2=O)O[C@](F)(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H]1O,0.89,train
C=C1[C@H](OP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)C[C@@H]1n1cnc2c(=O)[nH]c(N)nc21,0.89,train
Nc1ccn([C@H]2CO[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)S2)c(=O)n1,0.9,test
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,0.9,test
C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(=O)[nH]c1=O,0.9,test
C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,0.9,test
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.9,train
O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,0.9,train
Nc1ncnc2c1ncn2[C@H]1CC[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O1,0.9,train
Cc1cn([C@H]2C=C[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,0.9,train
Nc1ccn([C@H]2CC[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)n1,0.9,train
NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)n1,0.9,train
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)C2(F)F)c(=O)n1,0.9,train
Cc1cn([C@@H]2C[C@@H](O)[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,0.9,train
Cc1cn([C@H]2O[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@H]2F)c(=O)[nH]c1=O,0.9,train
NC(=O)c1nc(F)cn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c1=O,0.9,train
O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O2)cc1/C=C/Br,0.9,train
C[C@@]1(O)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(N)nc1=O,0.9,train
C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1ccc(N)nc1=O,0.9,train
N#C[C@@]1(c2ccc3c(N)ncnn23)O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,0.9,train
Nc1nc2c(ncn2COCCOP(=O)(O)OP(=O)(O)OP(=O)(O)O)c(=O)[nH]1,0.9,train
Nc1nc2c(ncn2CC[C@@H](CO)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)c(=O)[nH]1,0.9,train
Nc1nc(O)c2ncn(COC(CO)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)c2n1,0.9,train
C[C@@]1(F)[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O[C@H]1n1cnc2c(=O)[nH]c(N)nc21,0.9,train
COCCNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NCCOC)CC(=O)O)CC(=O)O,0.91,test
Nc1cc(Cl)ccc1C(=O)CC(N)C(=O)O,0.92,train
O=C(O)c1ccnc(N2CC(O)(c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)cc3Cl)C2)c1,0.92,train
Nc1c(-c2cc(Cc3ccc(COc4ccccn4)cc3)no2)ccc[n+]1COP(=O)([O-])O,0.93,train
CO[C@@H]1[C@H](OP(=O)(S)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)C[C@@H]2O)[C@@H](CO)O[C@H]1n1ccc(=O)[nH]c1=O,0.97,train
N[C@@H](Cc1ccc(O)c([131I])c1)C(=O)O,0.99,train
N[C@@H](Cc1ccc(O)c(I)c1)C(=O)O,0.99,train
O=C(O)[C@H]1CN(C/C=C/P(=O)(O)O)CCN1,1,train
C[C@@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O,1.01,test
Nc1ncnc2c1ncn2CCOCP(=O)(O)OP(=O)(O)OP(=O)(O)O,1.01,train
Nc1ccn(C[C@@H](CO)OCP(=O)(O)OP(=O)(O)OP(=O)(O)O)c(=O)n1,1.01,train
O=C(O)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1.OCCNCCO,1.03,test
O=C(O)c1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,1.03,train
O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O,1.03,train
O=P([O-])(O)C(Sc1ccc(Cl)cc1)P(=O)([O-])O,1.03,train
CO[C@@H](C)[C@H]1C[C@H](C)[C@H]([C@@H](C)/C=C/[C@@H]2CC[C@@H](C)[C@H](/C(=C/[C@H]3CCC[C@@H](C)[C@@H]3[C@H](C)C(=O)C3=C(O)COC3=O)CO)O2)O1,1.05,train
CNC(=O)CN(CCN(CCN(CC(=O)O)CC(=O)NC)CC(=O)O)CC(=O)O,1.06,train
CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-],1.06,train
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,1.12,test
N[C@@]1(C(=O)O)CS(=O)(=O)[C@H]2[C@H](C(=O)O)[C@H]21,1.12,train
O=P(O)(O)OC(CO)CO,1.13,train
O=P([O-])([O-])OC(CO)CO,1.13,train
O=P(O)(O)OCC(Cl)(Cl)Cl,1.17,train
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COP(=O)(O)O)O1,1.17,train
O=P([O-])(O)OCC(Cl)(Cl)Cl,1.17,train
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1.18,test
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,1.18,train
C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COP(=O)(O)O)[C@@]2(C)C=CC(=O)C=C12,1.18,train
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,1.18,train
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,1.18,train
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,1.18,train
CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,1.18,train
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],1.18,train
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-],1.18,train
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-],1.18,train
CCNC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@H]2O[C@H](/C=C/c3ccccc3)O[C@H]21,1.18,train
O=P(O)(O)C(Cc1ccccn1)P(=O)(O)O,1.19,train
Nc1ccccc1C(=O)C[C@H](N)C(=O)O,1.19,train
O=C([O-])CC(C(=O)[O-])C(P(=O)([O-])O)P(=O)([O-])O,1.2,test
N[C@@H](COP(=O)(O)O)C(=O)O,1.2,train
O=C(O)CC(C(=O)O)C(P(=O)(O)O)P(=O)(O)O,1.2,train
NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c1O,1.21,train
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OC[C@H](OP(=O)(O)O)C1CC1,1.21,train
COc1cccc2[nH]c(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]3CCNC3=O)C(=O)COP(=O)(O)O)cc12,1.21,train
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,1.22,test
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,1.22,train
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]1O,1.22,train
CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,1.22,train
CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,1.22,train
O=P(O)(O)OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,1.22,train
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@@H]1O,1.22,train
O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(S)ncnc32)[C@H](O)[C@@H]1O,1.22,train
CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,1.22,train
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@@H]2O)c(=O)n1,1.23,train
COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O,1.24,train
O=C(O)c1c[nH]cn1,1.24,train
C[C@@H]1O[C@@H]1P(=O)(O)O.NC(CO)(CO)CO,1.25,test
O=C(O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1,1.25,train
C[C@@H]1O[C@@H]1P(=O)(O)O,1.25,train
C[C@@H]1O[C@@H]1P(=O)([O-])O,1.25,train
N[C@@H](Cc1ccc(OP(=O)(O)O)c(O)c1)C(=O)O,1.26,train
C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@@](Cn1cncn1)(OCOP(=O)(O)O)c1ccc(F)cc1F,1.26,train
O=C(O)/C=C1\CN([C@H](C(=O)O)c2ccccc2Cl)CCC1S,1.26,train
Nc1ncnc2c([C@@H]3N[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c[nH]c12,1.26,train
O=P([O-])(O)CP(=O)([O-])O,1.27,test
O=P(O)(O)CP(=O)(O)O,1.27,train
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1.29,train
N[C@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1.29,train
N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1.29,train
COc1cc(/C=C\c2ccc(OC)c(OP(=O)(O)O)c2OP(=O)(O)O)cc(OC)c1OC,1.31,train
N[C@@H](Cc1cc(O)c(O)cc1[18F])C(=O)O,1.32,train
CC1c2ccccc2Cn2cc3c(c21)C(=O)c1cccc(OP(=O)(O)OCc2ccccc2)c1C3=O,1.32,train
N[C@@H](Cc1cc(O)c(O)cc1F)C(=O)O,1.32,train
CC(O)C(=O)OP(=O)(O)O,1.32,train
CC(O)C(=O)OP(=O)([O-])[O-],1.32,train
Cc1cc(OCP(=O)(O)O)cc(C)c1Cc1ccc(O)c(Cc2ccccc2)c1,1.34,train
Nc1ncnc2c1ncn2CCOCP(=O)(O)O,1.35,test
Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,1.35,train
C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O,1.35,train
Nc1nc(=S)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,1.35,train
Nc1ncc2ncn(CC3(OCP(=O)(O)O)CC3)c2n1,1.35,train
Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,1.35,train
Nc1ncnc2c1ncn2[C@@H]1O[C@H](OCP(=O)(O)O)C=C1F,1.35,train
CC(=O)OP(=O)(O)N(C[C@H]1CN(c2cc(F)c(N3C=CC(=O)CC3)c(F)c2F)C(=O)O1)c1ccon1,1.36,train
N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)N[C@@H](C(=O)O)c1ccccc1)C(=O)O,1.37,train
Cc1cc(C2CCCCC2)n(OCOP(=O)(O)O)c(=O)c1,1.38,train
N[C@H](C(=O)O)[C@@H]1CC(Cl)=NO1,1.39,train
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](C)Cn1cnc2c(N)ncnc21,1.4,test
CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,1.4,train
O=C(O[C@H]1CN[C@H](C(=O)O)C1)c1cccs1,1.42,train
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC,1.44,test
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,1.44,train
CC(C)c1cccc(C(C)C)c1OCOP(=O)(O)O,1.44,train
CC(C)c1cccc(C(C)C)c1OCOP(=O)([O-])[O-],1.44,train
COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC,1.44,train
Cc1ncc([N+](=O)[O-])n1CCOP(=O)(O)O,1.45,train
CN[C@H](CC(=O)O)C(=O)O,1.46,train
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)(O)O,1.46,train
N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,1.46,train
COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,1.46,train
O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])[O-],1.46,train
CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2OCOP(=O)(O)O,1.46,train
CC(C)[C@]12O[C@H]1[C@@H]1O[C@]13[C@]1(O[C@H]1C[C@H]1C4=C(CC[C@@]13C)C(=O)OC4)[C@@H]2OCOP(=O)([O-])[O-],1.46,train
C/C(=C\Cc1c(C)c(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C,1.47,test
Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O,1.47,train
COc1cc(/C=C/C(=O)N2CCN(CC(=O)O)CC2)cc(OC)c1OC,1.47,train
CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](N)C(=O)O)OC(=O)CCCCCCCCCCCCCCCCC,1.47,train
Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-],1.47,train
CN(CCOP(=O)(O)O)C(=N)N,1.48,test
Cc1cc(N(C)C)ccc1[PH](=O)O,1.48,train
O=P(O)(O)Oc1ccc(C(c2ccc(OP(=O)(O)O)cc2)c2ccccn2)cc1,1.48,train
O=C(O)[C@@H]1C[C@H](CP(=O)(O)O)CCN1,1.49,train
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,1.49,train
CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1,1.49,train
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])O)c2cc1C,1.49,train
C[C@H](N)C(=O)N[C@@H](C)P(=O)(O)O,1.5,train
C[C@@H]1C[S+]([O-])C(C)(C)[C@H](C(=O)O)N1,1.5,train
N[C@@H](CN(O)N=O)C(=O)O,1.5,train
CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)oc12,1.52,train
NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,1.52,train
COc1c(C)cnc(Cn2cc(C#CCCOP(=O)(O)O)c3c(Cl)nc(N)nc32)c1C,1.53,test
COc1cc2c(cc1OC)CN(C(=O)[C@H](C)N[C@@H](CCc1ccccc1)C(=O)O)[C@H](C(=O)O)C2,1.53,train
CC1(C)SC(C(NC(=O)Cc2ccccc2)C(=O)NCCCCC(NC=O)C(=O)O)NC1C(=O)O,1.53,train
C[C@@](O)(/C=C/[C@H]1CC=CC(=O)O1)[C@@H](C[C@@H](O)/C=C\C=C/C=C/CO)OP(=O)(O)O,1.53,train
NCCOP(=O)(O)O,1.54,train
O=c1[nH]c2cc(C(F)(F)F)c(N3CCOCC3)cc2n(CP(=O)(O)O)c1=O,1.54,train
CS(=O)(=O)OCCN(CCBr)c1c(C(=O)NCCOP(=O)(O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],1.54,train
O=C([O-])c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)[O-])cc(=O)c34)cccc2o1,1.55,test
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,1.55,test
CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1.55,train
[N-]=[N+]=CC(=O)OC[C@H](N)C(=O)O,1.55,train
COc1ccc(C(=O)/C(Br)=C\C(=O)O)cc1,1.55,train
COc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)c(F)c2)c1,1.55,train
CN(CP(=O)(O)O)c1cc([N+](=O)[O-])cc2[nH]c(=O)c(=O)[nH]c12,1.55,train
N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,1.56,train
COc1ccc2[nH]c(-c3cccc(F)c3)cc(=O)c2c1OP(=O)(O)O,1.59,train
CCCCOP(=O)(O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1OP(=O)(O)OCCCC,1.6,train
CC(=O)N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,1.6,train
O=C(O)[C@@H]1C[C@H]2C[C@@H](CCc3nn[nH]n3)CC[C@H]2CN1,1.61,train
CCON(CC)C(=S)S,1.61,train
CCON(CC)C(=S)[S-],1.61,train
O=[PH](O)C(O)C1CC=CCC1,1.62,test
N[C@H](C(=O)O)c1ccc(CO)c(O)c1,1.62,train
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O,1.62,train
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)(O)O.NC(CO)(CO)CO,1.62,train
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(OP(=O)(O)O)c2)c(OC)c1,1.62,train
CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,1.62,train
COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OP(=O)([O-])[O-],1.62,train
COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(OP(=O)([O-])[O-])c2)c(OC)c1,1.62,train
N#Cc1c(N(CC(=O)[O-])CC(=O)[O-])sc(C(=O)[O-])c1CC(=O)[O-].[Sr+2].[Sr+2],1.63,test
N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,1.63,train
CC(C)Cc1sc(N)nc1-c1ccc(P(=O)(O)O)o1,1.63,train
O=C(O)CP(=O)(O)O,1.64,train
Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)CC[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,1.64,train
CCCc1c2nc(C(=O)O)cc(NC)c2cc2c(=O)cc(C(=O)O)oc12,1.64,train
O=C([O-])CP(=O)([O-])O,1.64,train
Cc1c(C=Cc2cc(CNC(C)(CO)C(=O)O)ccc2C(F)(F)F)cccc1-c1ccc2c(c1)OCCO2,1.64,train
O=C(O)CC(NC(=O)CP(=O)(O)O)C(=O)O,1.65,train
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1.65,train
Cc1c(CC(C)C)sc2nc(C(=O)O)nc(O)c12,1.65,train
Oc1cccc(Oc2nnn[nH]2)c1,1.65,train
CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.Cc1c(CC(C)C)sc2nc(C(=O)O)[nH]c(=O)c12,1.65,train
N[C@@H](CC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1)C(=O)O,1.65,train
Cc1ncc(C[n+]2csc(CCOP(=O)(O)O)c2C)c(N)n1,1.66,train
O=C(O)[C@@H]1C[C@H]2C[C@@H](Oc3cccc(Cl)c3-c3nnn[nH]3)CC[C@H]2CN1,1.66,train
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,1.68,train
Cc1ncc(COP(=O)([O-])[O-])c(C=O)c1O,1.68,train
NC(CCCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O)C(=O)O,1.68,train
COc1ccc2c(c1)CC[C@H](CN(C)CC(=O)O)[C@@H]2c1ccccc1,1.68,train
Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1,1.69,train
O=P(O)(O)OP(=O)(O)O,1.7,train
O=P([O-])(O)OP(=O)([O-])O,1.7,train
O=S(O)CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)O)cc2)cc1,1.7,train
N[C@@H](CC(=O)O)C(=O)O,1.7,train
N[C@H](CC(=O)O)C(=O)O,1.7,train
O=P([O-])([O-])OP(=O)([O-])[O-],1.7,train
O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1,1.7,train
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.71,train
C[S+](CCC(N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,1.71,train
O=C(O)C(Cl)(Cl)Cl,1.72,train
CCCC(=O)Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2COP(=O)(O)O[C@H]2[C@H]1OC(=O)CCC,1.72,train
C[C@@](Cc1ccc(OP(=O)(O)O)c(O)c1)(NN)C(=O)O,1.72,train
CN1CC[C@H](c2c(OP(=O)(O)O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,1.72,train
C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,1.73,test
O=C(O)c1ccccc1OP(=O)(O)O,1.73,train
O=C(Nc1cccc2c(=O)cc(-c3nnn[nH]3)oc12)c1ccc(OCCCCc2ccccc2)cc1,1.73,train
O=P(O)(O)Oc1c(Br)cc(Br)cc1-c1cc(Br)cc(Br)c1O,1.73,train
N#Cc1ccc(OCC(O)COc2cccc3oc(-c4nnn[nH]4)cc(=O)c23)cc1,1.73,train
O=C(O)c1ccc(C(F)(F)F)cc1OP(=O)(O)O,1.73,train
Nc1cc(N2CCN(CCP(=O)(O)O)CC2)nc(NCC2CCC(CNCCCNC3CCCCC3)CC2)n1,1.73,train
Cc1ncc(COP(=O)(O)O)c(CN)c1O,1.74,train
C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,1.74,train
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,1.74,train
N[C@H](C(=O)O)c1ccc(O)cc1,1.74,train
COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O,1.75,train
COc1cnc(-n2cnc(C)n2)c2c1c(C(=O)C(=O)N1CCN(C(=O)c3ccccc3)CC1)cn2COP(=O)(O)O.NC(CO)(CO)CO,1.75,train
O=C(O)C1CCN1C12CC3CC(CC(C3)C1)C2,1.76,test
CCO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Sc3nc(-c4cc[n+](C)cc4)cs3)CS[C@H]12)c1nsc(NP(=O)([O-])O)n1,1.76,test
O=C(O)[C@@H]1C[C@@H](C2CCCCC2)CN1C(=O)CP(=O)(O)CCCCc1ccccc1,1.76,train
Nc1ccn([C@@H]2O[C@H](CO)[C@H]3OP(=O)(O)O[C@H]32)c(=O)n1,1.76,train
O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,1.77,test
N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,1.77,test
O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12,1.77,test
CCCCOC(=O)N1CCN(C(=O)[C@H](CP(=O)(O)O)NC(=O)c2cc(N3CC[C@H](OC)C3)nc(-c3ccccc3)n2)CC1,1.77,test
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,1.77,train
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,1.78,train
O=c1c2c(c1=O)N(CCP(=O)(O)O)CCCN2,1.79,train
