smiles,pKa_Basic,pKaBasic_train_test
Cc1cccc(C)c1OCC(C)N,9.52,train
CNC(C)C(O)c1ccccc1,9.52,train
COc1cc(C(=O)NC2CCCNC2)cc(OC)c1OC,9.52,train
CC(C)C[C@H](N)C(=O)O,9.52,train
CN[C@@H](C)[C@@H](O)c1ccccc1,9.52,train
CN[C@@H](C)[C@H](O)c1ccccc1,9.52,train
CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,9.52,train
CCCCCCCCCCOCC(O)CN,9.52,train
COc1cc(C)cc(C)c1NC(=O)CCN1CCCCC1C,9.52,train
NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,9.52,train
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc(F)c(C)c3c1c2[C@@H](N)CC3,9.52,train
CN(C)CCC(=C1CC2CCC1C2)c1ccccc1,9.52,train
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@H]4O,9.52,train
CCC(=O)O[C@@](Cc1ccccc1)(c1ccccc1)[C@@H](C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,9.52,train
N[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,9.52,train
NC(=O)Nc1cc(-c2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,9.52,train
COc1cc(C)c(S(=O)(=O)N(C)CCOCC(=O)N(C)Cc2ccc(C3=NCCN3)cc2)c(C)c1,9.52,train
CC(C)N1CCC(N2CCCN(c3cccc(C(=O)Nc4ccncc4)n3)CC2)CC1,9.52,train
CN[C@@H](C)[C@H](O)c1ccccc1.CN[C@@H](C)[C@H](O)c1ccccc1,9.52,train
C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1,9.52,train
C[C@@H](N)COc1ccc(-c2cnc3ccc(N[C@H](C)c4cccc(F)c4)nn23)cc1.O=C(O)CCCCC(=O)O,9.52,train
COC(=O)c1cccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)c1,9.52,train
NC(=O)Nc1cc(C#Cc2cccc(F)c2)sc1C(=O)N[C@H]1CCCNC1,9.52,train
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,9.53,train
CCCCCNCCOC(=O)c1ccc(N)cc1,9.53,train
CC(Cc1ccccc1)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,9.53,train
CCCC[C@H](N)C(=O)O,9.53,train
Cc1ccc(C(=O)Oc2cc(OC(=O)c3ccc(C)cc3)cc(C(O)CNC(C)(C)C)c2)cc1,9.53,train
CC(C)(C)NCC(O)c1cc(OC(=O)C(C)(C)C)cc(OC(=O)C(C)(C)C)c1,9.53,train
CC(C)CCNCC1COc2ccccc2O1,9.53,train
C=C1CS[C@H]([C@H](NC(=O)CCCC[C@@H](N)C(=O)O)C(=O)O)N=C1C(=O)O,9.53,train
COCCNCCc1cccc(Nc2ncc3c(n2)-c2ccccc2[C@H](c2ccccc2F)C3)c1,9.53,train
NC(=O)c1ccc2nc(-c3ccc(C4(N)CCC4)cc3)c(-c3ccccc3)n2n1,9.53,train
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,9.54,test
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,9.54,test
CO[C@]12C=C[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,9.54,test
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,9.54,train
O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,9.54,train
CCN(CC)CCOc1cc2oc(=O)cc(C)c2cc1OCCN(CC)CC,9.54,train
COC1(c2ccccc2)C2CCCC1CN(C)C2,9.54,train
N[C@@H](CCC(=O)O)C(=O)O,9.54,train
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1.O=C(O)CCC(=O)O,9.54,train
C[C@@H](Cc1ccccc1)N(C)C,9.54,train
COc1cccc([C@@H](C)NCCCc2ccccc2Cl)c1,9.54,train
CN(C)CC1CCOC1(c1ccccc1)c1ccccc1,9.54,train
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc(I)cc1)C(=O)O)C(=O)O,9.54,train
O=C(O)CC[C@H](NC(=O)N[C@@H](CCCCNCc1ccc([123I])cc1)C(=O)O)C(=O)O,9.54,train
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,9.55,test
CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,9.55,test
C[C@@H]1CCC[C@H](C)N1CCCC(O)(c1ccccc1)c1ccccn1,9.55,test
CC(C)(C)NCC(O)c1ccccc1Cl,9.55,train
CN(C)CCc1c[nH]c2ccccc12,9.55,train
CC(O)CNCC(C)O,9.55,train
CC[C@@H](CO)NCCN[C@@H](CC)CO,9.55,train
CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1,9.55,train
CCN(CC)CCOC1(c2ccccc2)CCN(CCNc2ccccc2)CC1,9.55,train
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,9.55,train
CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12.O=C(O)CC(O)C(=O)O,9.55,train
CC(OCCN1CCCCCCC1)(c1ccccc1)c1ccc(Cl)cc1,9.55,train
CC(C)[C@@H](CN1CC[C@@](C)(c2cccc(O)c2)[C@@H](C)C1)NC(=O)[C@H]1Cc2ccc(O)cc2CN1,9.55,train
CCN(CC)CCOC1(c2ccccc2)CCN(CCNc2ccccc2)CC1.O=S(=O)(O)NC1CCCCC1.O=S(=O)(O)NC1CCCCC1,9.55,train
NCCc1cc[nH]n1,9.56,test
CCN(CCCC(=O)C1CCCCC1)C(C)Cc1ccc(OC)cc1,9.56,test
CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,9.56,test
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,9.56,train
CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,9.56,train
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.O=C(O)c1ccccc1,9.56,train
CN[C@@H]1CC[C@@H](c2ccccc2)c2ccccc21,9.56,train
CCN(CCCC(=O)C1CCCCC1)[C@@H](C)Cc1ccc(OC)cc1,9.56,train
Fc1ccc(-n2cc(CCCCN3CCC4(CC3)OCc3ccccc34)c3ccccc32)cc1,9.56,train
CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12.CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,9.56,train
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,9.57,test
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,9.57,test
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.57,test
CC(=O)c1cc2cccc(OCC(O)CNC(C)C)c2o1,9.57,train
CC(C)NCC(O)c1ccc(N)c(C#N)c1,9.57,train
CC(C)NCC(O)c1ccc2ccccc2c1,9.57,train
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,9.57,train
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,9.57,train
CC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,9.57,train
CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,9.57,train
CC(C)=CCN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2C,9.57,train
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,9.57,train
Cc1cc(=O)c2c(O)c3ccoc3c(OCC(O)CNC(C)C)c2o1,9.57,train
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,9.57,train
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,9.57,train
CC[C@H]1CC(=O)[C@@H]2Oc3c(OC)ccc4c3[C@@]23CCN(CC2CC2)[C@H](C4)[C@H]13,9.57,train
NC/C(=C/F)CCc1ccc(F)cc1,9.57,train
Cc1ccc(C(=O)N(CCCN)[C@@H](c2oc3cc(Cl)ccc3c(=O)c2Cc2ccccc2)C(C)C)cc1,9.57,train
CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1,9.57,train
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.CC(O)C(=O)O,9.57,train
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,9.57,train
Cc1ccc(-c2cc([C@@H]3C4CCC(C[C@@H]3c3ccc(Cl)cc3)N4C)on2)cc1,9.57,train
CC(C)(Cc1cccc(CC(=O)NCc2cccc(-c3ccc(O)cc3)c2)c1)NC[C@H](O)c1ccc(O)c(NS(C)(=O)=O)c1,9.58,test
NCCc1c[nH]cn1,9.58,train
COc1ccc2[nH]cc(CCN(C)C)c2c1,9.58,train
COc1ccc(OC)c(C(O)C(C)NC(C)(C)C)c1,9.58,train
COc1ccc(C[C@H](NC(=O)CC(C)(C)N)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1,9.58,train
CCCCCCN(C)Cc1ccc(OCCOc2ccc(CN(C)CCCCCC)cc2)cc1,9.58,train
CC(CC(C(N)=O)(c1ccccc1)c1ccccn1)N(C)C,9.58,train
C[C@H]1[C@@H]2Cc3ccc(O)cc3[C@]1(C)CCN2C,9.58,train
Cn1cc(-c2cnn3c(N)c(Br)c([C@@H]4CCCNC4)nc23)cn1,9.58,train
COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(CCO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,9.58,train
CC1(C)CC[C@H](Nc2ncc(C(F)(F)F)c(-c3c[nH]c4c(P(C)(C)=O)c(C#N)ccc34)n2)CN1,9.58,train
NC[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,9.59,test
COc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(C)=O)cc1,9.59,test
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@@H]1c1cccc([N+](=O)[O-])c1,9.59,test
CC(C)(C)NCC(O)c1ccc(O)c(CO)n1,9.59,train
CC[C@H](C)[C@H](N)C(=O)O,9.59,train
CN(C)CCC(c1ccccc1)C1CCCCC1,9.59,train
Cc1ccc(C(=O)Oc2ccc(C(O)CNC(C)(C)C)cc2OC(=O)c2ccc(C)cc2)cc1,9.59,train
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,9.59,train
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,9.59,train
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,9.59,train
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O,9.59,train
CC(Cc1ccc(O)cc1)NCC(O)c1cc(N)cc(CO)c1,9.59,train
C/N=C(/S)[C@]1(c2cccnc2)CCCC[S@@+]1[O-],9.59,train
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,9.59,train
Fc1ccc2c(CCNCc3cccc(OCC(F)(F)C(F)F)c3)c[nH]c2c1,9.59,train
CN[C@@H]1CCN(c2cc(NCC3CC3)nc(N)n2)C1,9.59,train
OC1(CN2CCC(COc3noc4cccc(O[C@@H]5CCOC5)c34)CC2)CCOCC1,9.59,train
CCN(CC)CCn1c(Cc2ccc(Cl)cc2)nc2cc([N+](=O)[O-])ccc21,9.6,test
NCC(O)CC(=O)O,9.6,train
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,9.6,train
CC(C)[C@H](N)C(=O)O,9.6,train
CCOc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3n2CCN(CC)CC)cc1,9.6,train
CCCN1CCC[C@@H]2Cc3nc(N)ncc3C[C@H]21,9.6,train
CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C,9.6,train
Cc1ncc(CO)c(CN)c1O,9.61,train
N[C@@H](CC(=O)O)C(=O)O,9.61,train
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,9.61,train
CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,9.61,train
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,9.61,train
NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,9.61,train
N[C@H](CC(=O)O)C(=O)O,9.61,train
CN(C)C[C@@H]1CCCC[C@H]1c1cccc(O)c1,9.61,train
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O[C@@H]2O[C@H](CO)C(O)[C@H]2O)[C@H]1O,9.61,train
Cc1cc(-c2ccccc2[C@@H](C)OC[C@H](O)CNC(C)(C)Cc2ccc(Cl)c(F)c2)ccc1C(=O)O,9.61,train
O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,9.62,test
c1ccc2c3c([nH]c2c1)C12CCCCC1C(C3)N(CC1CC1)CC2,9.62,test
CCN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,9.62,test
CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,9.62,train
c1ccc(CCN2CCC(CCc3c[nH]c4ccccc34)CC2)cc1,9.62,train
COc1cc(O)c(C(=O)Nc2nc(C(=O)NCCN(C(C)C)C(C)C)cs2)cc1OC,9.62,train
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,9.62,train
Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,9.62,train
CN1[C@H]2CC[C@@H]1[C@@H](CN(CCS)CCNCCS)[C@@H](c1ccc(Cl)cc1)C2,9.62,train
NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO,9.62,train
C[C@@H](NC(=O)[C@@H](CC(=O)N1CCC(N2CCCCC2)CC1)N1C(=O)[C@@H](N2C(=O)OC[C@@H]2c2ccccc2)[C@H]1/C=C/c1ccccc1)c1cccc(C(F)(F)F)c1,9.62,train
CC1(C)C(=O)N(C(=O)NCC2CCN(CC3(O)CCOCC3)CC2)c2cc(F)ccc21,9.62,train
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,9.63,test
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,9.63,test
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,9.63,test
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,9.63,train
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,9.63,train
NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,9.63,train
CCCNCC(O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,9.63,train
COc1cc(C(=O)Nc2ccccc2CCC2CCCCN2C)ccc1O,9.63,train
COc1ccc(C2CCN(CC[C@H]3CCOc4ccccc43)CC2)cc1OC,9.63,train
CC(C)(CCn1cnc2ccccc21)NCC(O)c1ccc(O)cc1F,9.63,train
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)[C@@H](O)[C@]1(C)O,9.63,train
Nc1c(Cl)cc([C@@H](O)CNCCCCCCOCCc2ccccn2)cc1Cl,9.63,train
O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1,9.63,train
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCC(N)C3)nc21,9.63,train
CN1CCC(CC2CC(c3ccccc3)c3ccccc32)C1,9.63,train
COc1cc2c3c(n(CCCNCCO)c(=O)c2cc1OC)-c1cc2c(cc1C3=O)OCO2,9.63,train
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,9.63,train
CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,9.63,train
CCOC(=O)C(CC1CCCCN1)(c1ccccc1)c1ccccc1,9.63,train
CC1=NC(=O)[C@](CCN(C(C)C)C(C)C)(c2ccccc2)[C@H]2CCCCN12,9.63,train
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@@]2(C)CC(C)=C(O2)[C@H](C)C(=O)[C@]1(C)OC,9.63,train
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,9.63,train
O=C1Cc2ccccc2C(=C2CCNCC2)c2ccsc21,9.63,train
CC1CCCCN1CCCOC(=O)c1ccccc1,9.64,train
CC1CCCCN1CCCOC(=O)c1ccc(OC2CCCCC2)cc1,9.65,train
CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1,9.65,train
CCCCN(CCCC)CCCOc1ccc(C(=O)c2c(CC)cc3ccccn23)cc1,9.65,train
Cc1ccc(C(CCN(C)C)c2ccccc2)cc1,9.65,train
CCCCN(CCCC)CCCOc1c(C)cc(C(=O)c2cc(=O)c3ccccc3o2)cc1C,9.65,train
C[C@@]12C[C@H](N)[C@@H]1CN(c1nc3c(cc1F)c(=O)c(C(=O)O)cn3C1CC1)C2,9.65,train
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,9.65,train
CCCCN(CCCC)CCCOc1ccc(C(=O)c2c(-c3ccccc3)c(Br)c3ccccn23)cc1Cl,9.65,train
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1,9.65,train
COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC,9.65,train
Nc1ncccc1-c1nc2ccc(-c3ccccc3)nc2n1-c1ccc(C2(N)CCC2)cc1,9.65,train
CC(=O)N(C)C1CCN(c2cccc(-c3ccc4nc(-c5cccnc5N)n(-c5ccc(C6(N)CCC6)cc5)c4n3)c2)CC1,9.65,train
COc1ccc2c(c1)-c1nn(CCCN(C)C)c3ccc([N+](=O)[O-])c(c13)N2,9.66,test
COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12,9.66,test
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,9.66,train
CC(C)(C)NCC(O)COc1cccc2c1CCCC2=O,9.66,train
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,9.66,train
NCCc1ccc(O)cc1,9.66,train
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,9.66,train
Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,9.66,train
CC(C)(C)NC[C@H](O)COc1cccc2c1CCCC2=O,9.66,train
CN(C)CCCn1cc(-c2ccccc2)c(-c2ccccc2)n1,9.66,train
CCCC(=O)c1cc(F)ccc1OCC(O)CNC(C)(C)C,9.66,train
CC(C)(C)NCC(O)COc1cccc2c1CC1(CCCCC1)C2=O,9.66,train
Cc1cc(=O)c2c(O)c3ccoc3c(OCC(O)CNC(C)(C)C)c2o1,9.66,train
CC(C)(C)NCC(O)COc1cc(Cl)ccc1C1=CC(=O)CC1,9.66,train
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F,9.66,train
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,9.66,train
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,9.66,train
C=CCOc1ccccc1OC[C@H](O)CNC(C)C,9.67,test
CC(C)NCC(O)COc1ccc(OCCOCC2CC2)cc1,9.67,test
COc1ccccc1OC[C@@H](O)CNC(C)C,9.67,test
CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,9.67,train
C=CCc1ccccc1OCC(O)CNC(C)C,9.67,train
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,9.67,train
CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,9.67,train
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,9.67,train
COCCc1ccc(OCC(O)CNC(C)C)cc1,9.67,train
C=CCOc1ccccc1OCC(O)CNC(C)C,9.67,train
CC(C)NCC(O)COc1cccc2[nH]ccc12,9.67,train
CC(C)NCC(O)COc1cccc2ccccc12,9.67,train
CC(C)CNCCOC(=O)c1cccc(N)c1,9.67,train
CC(C)CNCCOC(=O)c1ccc(N)cc1,9.67,train
Cc1cccc(OCC(O)CNC(C)C)c1,9.67,train
CC(C)NC[C@@H](O)COc1cccc2ccccc12,9.67,train
CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,9.67,train
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,9.67,train
CSc1ccccc1OCC(O)CNC(C)C,9.67,train
C[C@]12C[C@H](O)[C@@H](N)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,9.67,train
COC(=O)NCCc1ccc(OCC(O)CNC(C)C)cc1,9.67,train
COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,9.67,train
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,9.67,train
CC(C)NCC(O)COc1ccc(CC(=O)OCCC23CC4CC(CC(C4)C2)C3)cc1,9.67,train
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)CCC(=O)O,9.67,train
CC(C)NCC(O)COc1ccccc1C1CCCCC1,9.67,train
COc1ccc(C(=O)Nc2ccc(OCC(O)CNC(C)C)cc2)cc1,9.67,train
CC(C)NCC(O)COc1ccc(CCNC(=O)NC(C)C)cc1,9.67,train
COc1ccccc1OCC(O)CNC(C)C,9.67,train
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,9.67,train
CC(C)NCC(O)COc1ccccc1C1CC1,9.67,train
CC(C)NCC(O)COc1nccs1,9.67,train
CC(C)NCC(O)COc1cccc2[nH]c3ccccc3c12,9.67,train
CC(C)NC[C@H](O)COc1ccc(OCCOCCc2ccc(F)cc2)cc1,9.67,train
CC(C)NCC(O)COc1cccc2c1C=CC2,9.67,train
CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,9.67,train
CC(C)NC[C@H](O)COc1cccc2ccccc12,9.67,train
CC(C)NCC(O)COc1ccccc1-n1cccc1,9.67,train
CC(C)NCC(O)COc1cccc2c1C=CCC2,9.67,train
CC(C)NC[C@H](O)COc1ccc(CC(N)=O)cc1,9.67,train
C[C@@]12CCCCC[C@@H](Cc3ccc(O)cc31)[C@@H]2N,9.67,train
O=C(CCCN1CC2CCC(CC2)C1)c1ccc(F)cc1,9.67,train
COC(=O)/C=C/c1ccccc1OCC(O)CNC(C)C,9.67,train
CC(=O)Nc1ccc(OC[C@H](O)CNC(C)C)cc1,9.67,train
Clc1ccc(CCCOCCCN2CCCCC2)cc1,9.67,train
N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,9.67,train
CCOC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C,9.67,train
COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1,9.67,train
NCC[C@@H](O)c1cccc(OCC2CCCCC2)c1,9.67,train
CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,9.67,train
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,9.67,train
CC(C)NCC(O)COc1ccccc1C1C[C@@H]2CC[C@H]1C2,9.67,train
